Text,Annotator 1,Annotator 2,Annotator 3,Sentiment,SourceSheet,Unanimous,Stratum
now pls for God sake merit pe team select krna Wt20 k lea. Apny tout selfie or akmal k alawa bh kuch Dekh lena. Jan chor ab,negative,negative,negative,negative,sports,True,sports§negative
Lala inhe bolo telecast hang hrhi he bowling krate hue. Maza nahi arha camera work ka,negative,negative,negative,negative,sports,True,sports§negative
great lala. Kl k match ka bht wait kr rhy.,positive,positive,positive,positive,sports,True,sports§positive
lala plz ab online aa hi gae haen to chat session bhi kar len plzzz,neutral,positive,neutral,neutral,sports,False,sports§neutral
Aj ache lag rhy the bht,positive,positive,positive,positive,sports,True,sports§positive
mere tweets ko limit lagi hui the . Is liyai tweet ni kar saki,negative,negative,negative,negative,sports,True,sports§negative
maza a giya ajj,positive,positive,positive,positive,sports,True,sports§positive
Aj ka match Bacha Khan University k shohada k naam karna jo PSL ka bechani sy wait kar rahay ty...,negative,positive,negative,negative,sports,False,sports§negative
"Lala, tm jeeto ya haro me forever ap k sat hoon.. big fan",neutral,positive,neutral,neutral,sports,False,sports§neutral
answer to ni dein gay aap but koshish to kr sakti hun shayd mil jaye reply,negative,positive,negative,negative,sports,False,sports§negative
reply kr dein pata ni kab pr ho paprz jo ane wale hain .mere,negative,negative,negative,negative,sports,True,sports§negative
meri bohat bohat bari khuaish hai aap se auto lene ka aur milne ka,neutral,positive,neutral,neutral,sports,False,sports§neutral
aap ne kitne ache sign kiye mujhy bohat ache lagte hain aap ke sign,positive,positive,positive,positive,sports,True,sports§positive
Poori dunya!!!!hil gaiiiiii,neutral,negative,neutral,neutral,sports,False,sports§neutral
lala kabhi to answer kar dein ;,neutral,negative,neutral,neutral,sports,False,sports§neutral
jo howa vo kbhii nhiii bhool sakte,positive,negative,positive,positive,sports,False,sports§positive
"Dekho zra, mujhy abb bs yehi bta dena kon jeeta...",positive,neutral,positive,positive,sports,False,sports§positive
Lala ye tweet apne hi ki haina? :P,neutral,neutral,neutral,neutral,sports,True,sports§neutral
bhaiya g apne shuru kardia kya instagram??? ya abhi bhi just Twitter & whatsapp pe hi maza atta????,positive,neutral,positive,positive,sports,False,sports§positive
ok lalã Jo human sarkar,neutral,positive,neutral,neutral,sports,False,sports§neutral
achha maal hai ??,positive,positive,positive,positive,sports,True,sports§positive
ab Lala ne kaha h to kuch to bat hogi,neutral,positive,neutral,neutral,sports,False,sports§neutral
lala :( hayeee Allah !! Ab tow mujey unlucky feel ho raha ha #QasamSey :(,negative,negative,negative,negative,sports,True,sports§negative
CLngratulation Muskan.Mujy b Rapy Mila..,positive,positive,positive,positive,sports,True,sports§positive
wesey itna chota session na hi krtey tow better tha :p,neutral,negative,neutral,neutral,sports,False,sports§neutral
Bht Bzy Rehny lagy hn Ap????,neutral,negative,neutral,neutral,sports,False,sports§neutral
Ye Achi bat ni ha????,negative,negative,negative,negative,sports,True,sports§negative
oh lala jeeeee ???? kbhi hamsey b bat kar lein naw :(,neutral,negative,neutral,neutral,sports,False,sports§neutral
Lala Akher hame reply kun Nahe karte ho .??,negative,negative,negative,negative,sports,True,sports§negative
Mujhse b bat kr lia karen????,neutral,negative,neutral,neutral,sports,False,sports§neutral
BoomBoom aap araam se kheliyega kyu k hum subki duain aapke sath han,positive,positive,positive,positive,sports,True,sports§positive
Kabhi mujhy bhi yaad kar liya karayn!😢,neutral,negative,neutral,neutral,sports,False,sports§neutral
Sachi it hurts.,negative,negative,negative,negative,sports,True,sports§negative
Bas Is Baar INDIA ko HARAANA hai 💪 Plzzzzzz Plzzz 🙈,negative,negative,negative,negative,sports,True,sports§negative
shahid bhai ALLAH PAAK apko kaamyaab karen.Ameen,positive,positive,positive,positive,sports,True,sports§positive
BHAI SALAM ARZ HAI MERI JAN SIRF MERE SHAHID BHAI,positive,positive,positive,positive,sports,True,sports§positive
shahid bhai ap log itna marna world cup men k dosri teams hum sa khelnay k nam pe kanpnay lagen .,negative,negative,negative,negative,sports,True,sports§negative
We pray for you,positive,positive,positive,positive,sports,True,sports§positive
Shahid Bahi hamari team dot balls bhot khil rhi ha agar batsman overs mn dot balls na khaily,negative,negative,negative,negative,sports,True,sports§negative
hum sub ki  duain ap k sath hain pury himat hosle k sath jain or dikha dain un ko k hum mi he kitna dum,positive,positive,positive,positive,sports,True,sports§positive
pakistan ko wahan jana chahye bger kisi pressur k or jeet k ana he,positive,positive,positive,positive,sports,True,sports§positive
In Sha Allah Asia Cup & WCT20 Jeet Kr Jana Hai Love U champ Izzat k Sath,positive,positive,positive,positive,sports,True,sports§positive
wo xala ganja charman pagal hua hai bakria palne nhi rakta bana chairman,negative,negative,negative,negative,sports,True,sports§negative
retirement nahi dein plsss.jiss ko jo bolnah hai bolnay http://dou.best  of luck for you'r bright future.,negative,positive,negative,negative,sports,False,sports§negative
bhai tu retire kar abhi...aise khelega to aur naam kharab ho jayega tera,negative,negative,negative,negative,sports,True,sports§negative
hahahha to galt Kia tah wo to urdu main likha heeee,negative,negative,negative,negative,sports,True,sports§negative
Lala Dil se salam Pak ka ap ka ly,positive,positive,positive,positive,sports,True,sports§positive
aap ne imran khan jaisi fighting spirit dikhani hy.kabhi sochna bhi nhi k humari semi final tk rasai hy.,negative,positive,negative,negative,sports,False,sports§negative
.allah aap ka hami o nasir ho.. ameen lala. hasdey jao to hasdey aao..,positive,positive,positive,positive,sports,True,sports§positive
bhai kbhi to khud opener aa kar try karo i m sure u will boom :-),neutral,positive,neutral,neutral,sports,False,sports§neutral
ixat se khtm krdo ab apna career lala q k ap se aur nae ho pa raha itx an advise 4 ya thanksh buddy tc,neutral,positive,neutral,neutral,sports,False,sports§neutral
Chalain country k liye Jo chand apne Asia cup mein charhaya hai wohi kafi hai. Guzarish hai k T20 worldcup se dur rahieyega,neutral,positive,neutral,neutral,sports,False,sports§neutral
Allah ka shukr hai aj team jeeti nii ni to India se hr jati,negative,negative,negative,negative,sports,True,sports§negative
AGR thori si ghrat ho to cricket se dora ho jao,positive,negative,positive,positive,sports,False,sports§positive
maaf karday humien lala,positive,negative,positive,positive,sports,False,sports§positive
Shahid Bhai inshallah final him dobara India she khailain gay or batayein gay k Pakistan kia he or afridi kia he...,positive,positive,positive,positive,sports,True,sports§positive
khuda ka vaasta hai.. Ab toh qudrat bhi chahrahi hai k retire hojao!,neutral,negative,neutral,neutral,sports,False,sports§neutral
yes lala mai b wohi sochti hu Jo mere liye zyada better h coz har koi apna zyada acha behtr janta h,positive,positive,positive,positive,sports,True,sports§positive
bs krdu 20saal se tu Pakistan ki cricket tabah ki r almost 10 dafa retirement ka elan kia r pir wapsi apny tu had krdi huh,neutral,negative,neutral,neutral,sports,False,sports§neutral
"Lala jani ese tho na bolen, Jaavi Lala ka e naam liya tha kisi or ka nai k ap itna gussa kr rhe hain",negative,negative,negative,negative,sports,True,sports§negative
LaLa plz abi cricket ni choro... Ap k bgair cricket gaame ni lgti bacho ka khel lgtaa h plz plz play,negative,positive,negative,negative,sports,False,sports§negative
but main chah rha ap retire ho Jaye Jeet Kr both events IA coz Izzat Sath jatay daikhna chahta,positive,positive,positive,positive,sports,True,sports§positive
Aur Ab chat session ho Jaye lala Bht time ho Gia nahi Hua Please,negative,negative,negative,negative,sports,True,sports§negative
Wo Javed Afridi keh raha tha kay us kay kehnay per retirement nahi lay rahy.,negative,positive,negative,negative,sports,False,sports§negative
lala retirement nai lani plzzzzz,negative,positive,negative,negative,sports,False,sports§negative
Ye Haters 1996 Say Apka Kuch Nahi Bigaar Skay To Ab Kia Kr skty hain Iss leay dafa kro sb KO,neutral,negative,neutral,neutral,sports,False,sports§neutral
aur kitna later?????? Har ek match mein haar ke phir decide karoge????????,negative,negative,negative,negative,sports,True,sports§negative
plzzzzzzzzzz lala retirement kabi bi nahi lena plzzzzzzzzzz pak team ko ap ki zarorat ha,negative,positive,negative,negative,sports,False,sports§negative
ala agar retired hogia to ham cricket nhy daikegy..,negative,negative,negative,negative,sports,True,sports§negative
Retirement lee lo sir fir wapas aa jana kyaa farak padta hai agar nai aane diya vapis toh udaa denaa..,negative,negative,negative,negative,sports,True,sports§negative
yessss Lala really iam tooo happy itna ka ap soch bhi nahi saktee,neutral,positive,neutral,neutral,sports,False,sports§neutral
please aap retirement na laina hamaine aap ki zarorat haiy.pory pakistan ko aap ki zarorat haiy.we love you,positive,positive,positive,positive,sports,True,sports§positive
abhi cricket ko zawal nhi anna:D,positive,positive,positive,positive,sports,True,sports§positive
Lala ge retirement lene ka khayal nikaal de,neutral,positive,neutral,neutral,sports,False,sports§neutral
ye qoum imran ko bhi paisay day rahi hai.hospital k liye aur wo juye amen aur malls banay men laga raha hai,neutral,negative,neutral,neutral,sports,False,sports§neutral
is say pehlay k log tumhen jootian mar k nikalen.. behtari isi men hai k team ki jan chor do.. paisy chahiye to batao ye,negative,negative,negative,negative,sports,True,sports§negative
itna gharoor mut karo gharoor ka sir neecha hota hai,neutral,negative,neutral,neutral,sports,False,sports§neutral
. 20 sal say nahusat phelai hui hai tum nay.. ab jan chor do.. laalchi admi..,negative,negative,negative,negative,sports,True,sports§negative
lala ab to retirement le lena chahiye jo Asia cup me haal hua hai.,neutral,negative,neutral,neutral,sports,False,sports§neutral
har acha player apni game k peak point pay retirement leleta hy ta k us ki game ko dunia yad rakhay nah k galiyan nikalay,positive,negative,positive,positive,sports,False,sports§positive
chalo phr ab meri advice lelo or retire ho jao na or barbad kro team ko khelna to apko ata hi nhi you are a biggest looser,negative,negative,negative,negative,sports,True,sports§negative
Lala plzz @iamAhmadshahzad ko shamil karo plz wo zaror perform krege,neutral,positive,neutral,neutral,sports,False,sports§neutral
Shahid Bhai <3 plzzzz 2020 ka t20 WC khel kr retire hona or plzzz odi mein wapis a jaoo i am your die hard fan,positive,positive,positive,positive,sports,True,sports§positive
lala bday wish banti a mre plz lala de dein na :-( plzzzz em watng lala gggg,positive,positive,positive,positive,sports,True,sports§positive
Shahid Bahi And Javed Bahi Jab Tak Main Zinda Hon Psl T20 Main Mere Favourite Team,positive,positive,positive,positive,sports,True,sports§positive
shahid bhai plz Asia cup jeetwa do aur t20 wcup bhi ap to retirement le lo gay phir to koi nahi jetwa sakta,neutral,negative,neutral,neutral,sports,False,sports§neutral
Lala pls Sat ko India ko harana he.. All the very best 4 the Asia Cup.. Jeet ke ana !,neutral,positive,neutral,neutral,sports,False,sports§neutral
same here lala jo bhi jeetay jeetna to Pakistan ki team ne hi hy na islie me b dono team ko support krhi hu:),positive,positive,positive,positive,sports,True,sports§positive
lala aj haar gae khair ha par 27th ko ni haarna,neutral,positive,neutral,neutral,sports,False,sports§neutral
ek suggestion h aap k lie Asia cup aur t 20 w cup me aap opening kijye batting....its humble request. ..,positive,positive,positive,positive,sports,True,sports§positive
Shahid Bahi Ap Aur Javed Bahi Dono Mere Jan Ho Raat KO Mujy Boht Duhk Hoa Jab Mere Jan Mere Team Peshawar Zalmi Haari,negative,negative,negative,negative,sports,True,sports§negative
lala rυnѕ ѕe zada yaнan apĸι cнaмcнιa внoт нa,neutral,negative,neutral,neutral,sports,False,sports§neutral
Lala ap ne itne din se chat ni ki aise lag rha hai jise sal hu ga hai ap aj kar ly plzz,negative,negative,negative,negative,sports,True,sports§negative
OK lkin mene nhi ana mai q auu jb apki team hi nhi hogi:-(,negative,negative,negative,negative,sports,True,sports§negative
lala g tention niii leniii tum jeeto ya haaro hmy tum sy payar hai ku k maaoun (mothers) ny roz tery jesy peda niii karny,neutral,positive,neutral,neutral,sports,False,sports§neutral
mai ap ko dkh kr bht khush hti hn what a win green shirts well done Afridi 11 :-),positive,positive,positive,positive,sports,True,sports§positive
kayonkay tum aur tumaray poora khandan bayghirat hai tum in the ghatia player aur insan ho,negative,negative,negative,negative,sports,True,sports§negative
Last Match main Junaid khan ko na Khelna hi tumhari haar ki wajah thi Abhi waqat hai Wc t20 main junaid ko in karo,negative,negative,negative,negative,sports,True,sports§negative
wahab plz 27 ko kholi ko bold kar k pavilion tak awazai lagana us k pechay plz dil khush hojayega our mujay pata hai ap kr skty h,positive,positive,positive,positive,sports,True,sports§positive
lala ap bhi tweet kar dy hum strong kar ne ka ly plzz,positive,positive,positive,positive,sports,True,sports§positive
Kya Bhaijaan U-19 World Cup main dikhayi nahi diye aap. Wahan se bhi retirement le li Kya ?,negative,negative,negative,negative,sports,True,sports§negative
yahoo kaha tha naa sammy ka over dein,neutral,positive,neutral,neutral,sports,False,sports§neutral
lala Ahmed shehzad aaj kamal kardiya hai he will prefrom in WC 20T give him last chance,positive,positive,positive,positive,sports,True,sports§positive
great lala. Kl k match ka bht wait kr rhy,positive,positive,positive,positive,sports,True,sports§positive
Aapke jane ke baad team ka bhala ho gaya .,positive,positive,positive,positive,sports,True,sports§positive
.aapko odi team me fir se dekhna chahte he plz....,neutral,positive,neutral,neutral,sports,False,sports§neutral
aapko bhi bht bht mubarak ho pak ki jeet lala jani :),positive,positive,positive,positive,sports,True,sports§positive
tu ajj twitter per kay say jaag gia :p,neutral,positive,neutral,neutral,sports,False,sports§neutral
bus jani soocha ajj sub ko danda do :),neutral,negative,neutral,neutral,sports,False,sports§neutral
Bohut miss Kar rahi hun PLzzzzz eltijah manay REPLY me,negative,positive,negative,negative,sports,False,sports§negative
