text,sentiment,sourcesheet,unanimous,annotator_1,annotator_2,annotator_3
فیصلہ پنلٹی شوٹ آؤٹ پر ہوا تھا اور یہ جرمنی کے گول کیپر ینز لیہمان کا بھی امتحان جسے گزشتہ ورلڈکپ کے ہیرو اولیور خان   کی جگہ ٹیم میں شامل کیا گیا تھا اور اس نے اپنی ٹیم میں شمولیت کا فیصلہ درست ثابت کر دکھایا پنلٹی شوٹ آؤٹ سے قبل ایک خوبصورت منظر اس وقت دیکھنے میں آیا جب اولیور خان جس کی ینز لیہمان سے زبردست پیشہ ورانہ رقابت چلتی ہے، ینز لیہمان کے پاس آیا اور اس کی بہت شفقت سے حوصلہ افزائی کی اور میچ ختم ہونے پر اس سے بغل گیر ہو کر اسے شاباش بھی دی,positive,sports,True,pos,pos,pos
میچ کے بعد ایک عجیب و غریب سین دیکھنے میں آیا جس میں ارجنٹائن کے کھلاڑی اور جرمنی کی ٹیم کے منیجر اور دوسرے لوگ آپس میں دست بگریبان ہو رہے تھے ابھی تک اس کی سمجھ نہیں آئی کہ یہ کیا ہو رہا تھا,negative,sports,True,neg,neg,neg
یہ میچ جرمنی کی چانسلر انجیلا میرکل بھی دیکھ رہی تھی اور بالکل بچوں کی طرح خوش ہو رہی تھی جرمنی کے میچ جیتنے کے بعد وہ جرمنی کے فٹ بال کے سربراہ فرانز بیکن باور سے بغل گیر ہو گئی بیکن باور  میں ورلڈ کپ جیتنے والی جرمن ٹیم کا کپتان تھا اور  میں ورلڈ کپ جیتنے والی جرمن ٹیم کا کوچ تھا,positive,sports,True,pos,pos,pos
زندہ باد نبیل بھائی، بہت عمدہ کمنٹری کی ہے ,positive,sports,True,pos,pos,pos
بیسٹ آف لک پاکستان ,positive,sports,True,pos,pos,pos
پاکستانی نے ٹاس جیت کر پہلے بیٹنگ کا فیصلہ کیا ہے,positive,sports,True,pos,pos,pos
 میچ ہارنے کا فیصلہ کیا ,negative,sports,True,neg,neg,neg
میری کرکٹنگ حس کہتی ہے کہ آج پاکستان جیتے گا ان شاء اللہ,positive,sports,False,neu,pos,pos
چھوڑیں یار تابش بھائی کہاں اپنی حس کو زحمت دے رہے ہیں بس بےحسی طاری کرلیں      اور     بہت ہو لئے جذباتی   جانا کے سب ہیں چپڑ قناتی,negative,sports,False,neu,neg,neg
جناب میں کرکٹ ہی انجوئے کرتا ہوں آج تک کسی موقع پر یہ نہیں کہا کہ آج کے بعد کرکٹ نہیں دیکھوں گا ,neutral,sports,False,pos,neu,neu
یہ تو تجزیہ کیا ہے جو غلط بھی ہو سکتا ہے,negative,sports,True,neg,neg,neg
کہاں تک پہنچا کھیل؟,neutral,sports,True,neu,neu,neu
بس  نہیں دیکھو   آپ بھی نہیں دیکھو بس یہ حمیرا  کرتی رہے گی ,negative,sports,True,neg,neg,neg
 کوئی نہیں کوئی نہیں آپ بھی نہیں دیکھو ,negative,sports,True,neg,neg,neg
خود بھی نہیں دیکھنا اور دوسرے بھی نہ دیکھیں ,negative,sports,True,neg,neg,neg
یہ حمیرا صاحبہ ہیں نہ دیکھنے کے لئے کافی ہے ,neutral,sports,False,neu,pos,neu
 خبردار اگر کسی نے میچ دیکھا ,negative,sports,False,neu,neg,neg
 تین اوور ,neutral,sports,True,neu,neu,neu
بہت اچھا آغاز کیا ہے,positive,sports,True,pos,pos,pos
پاور پلے کے بعد  رنز اور ایک آؤٹ,negative,sports,True,neg,neg,neg
 تک کا ٹوٹل ہو تو مزہ آئے ,positive,sports,True,pos,pos,pos
آفریدی آج نجانے کیا کھا کے آیا ہے ابھی تک  بالز پر  رنز بنا چکا ہے,negative,sports,False,neg,neu,neg
اب تو لگتا ہے شاید  بھی کراس کر ہی لیں,neutral,sports,True,neu,neu,neu
آج دماغ ساتھ لے کر آیا ہے ,neutral,sports,False,neu,pos,neu
محمد حفیظ کو آؤٹ کر لیا گیا بالآخر,negative,sports,True,neg,neg,neg
تازہ ترین صورت حال کیا ہے؟؟؟؟,positive,sports,False,pos,neu,pos
ین ففٹیاں ہوں تو سکور بورڈ چمکے ,positive,sports,False,pos,neu,pos
آفریدی کی ففٹی ہونے دے شعیب یار,neutral,sports,True,neu,neu,neu
ریدی نروس فورٹیز کا شکار ہو گیا شاید لیکن سکور اچھا ہو گیا ہے,neutral,sports,False,neu,pos,neu
 بھنگڑا ڈالنے کا دل کر رہا ہے,neutral,sports,True,neu,neu,neu
یہ ورلڈ کپ تو پاکستان اور انڈیا کے لیے بڑا بھاری ثابت ہوا,negative,sports,True,neg,neg,neg
ایک کمینی سی خوشی ,neutral,sports,True,neu,neu,neu
ہونہہ,neutral,sports,True,neu,neu,neu
ایشین ٹائیگرز,neutral,sports,True,neu,neu,neu
 کرکٹ بائے چانس,neutral,sports,True,neu,neu,neu
جب پاکستان آئرلینڈ سے ہار سکتا ہے تو کیا بنگلہ دیش برمودا سے نہیں ہار سکتا,neutral,sports,True,neu,neu,neu
انہیں تو صرف ہوم ٹیم رنجی کے لئے ہی کھیلنا چاہئے  وہی ان کی بہترین جگہ ہے ورلڈ کپ نہیں,neutral,sports,True,neu,neu,neu
انڈیا کی اگر بیٹنگ اور باؤلنگ لائن دیکھی جائے تو میری خیال سے یہ ایک ٹاپ کلاس ٹیم ہے، مگر پاکستانی ٹیم کے طرح اس میں بھی ‘مچھڈ‘ کھلاڑی ہیں ,neutral,sports,True,neu,neu,neu
خود تو ڈوبے ہیں تمہیں بھی لے ڈوبیں گے والا رویہ میرے خیال سے اب ختم ہونا چاہیے، ویسے بھی کسی کے لئے بُری دعا مانگنا کوئی اچھی بات نہیں ہے کمینی خوشیوں سے بہتر ہے اصلی، ذہنی اور روحانی خوشیاں حاصل کرنے کی تگ و دو کرنی چاہیے,neutral,sports,True,neu,neu,neu
پر اُمید ہے انشاءاللہ بنگلہ دیش جیتے گا,positive,sports,True,pos,pos,pos
انشاءاللہ بھی کہتے ہیں,neutral,sports,True,neu,neu,neu
بارش کی وجہ سے بنگلہ دیش اور برمودا کا میچ دیر سے شروع ہوا اب  اوور کا میچ ہے، برمودا نے پہلے کھیلتے ہوئے  اوور میں  سکور بنائے ہیں اور ان کا ایک کھلاڑی آؤٹ ہے,negative,sports,False,neg,neu,neg
اوور مزید کم کر کے  کر دیئے گئے ہیں,neutral,sports,False,neu,neg,neu
 سکور  اوور اور  بالیں، آؤٹ تین ہی ہیں,negative,sports,True,neg,neg,neg
ابھی تک تو قسمت انڈیا کا ساتھ دے رہی ہے,positive,sports,False,pos,neu,pos
چلیں جو منظورِ خدا ہو، آپ دیکھتے رہیں اور لمحہ لمحہ کی تازہ رپورٹ دیتے رہیں,positive,sports,True,pos,pos,pos
 پہ  آؤٹ اور پھر بارش شروع,negative,sports,True,neg,neg,neg
ان کا میچ برابر ہونے کی صورت میں انڈیا کی صورتحال کیا ہوگی؟,neutral,sports,False,pos,neu,neu
اگر برابر ہوا  اللہ نہ کرے تو اس صورت میں دونوں ٹیموں کو ایک ایک پؤائنٹ ملے گا جس نے بنگلہ دیش کے پوائنٹ  ہو جاےئں گے اور وہ سوپر  کے لیے کوالیفائے کر جائے گا انڈیا کے  پوائنٹ ہیں,positive,sports,False,pos,neu,pos
میچ ہر صورت میں کھیلنا ہی ہے، اگر آج مکمل نہ ہوا تو کل یہیں سے کھیلیں گے اور اگر کل بھی مکمل نہ ہو سکا تو پھر دونوں ٹیموں کو ایک ایک نمبر ملے گا,negative,sports,False,neg,neu,neg
پھر تو بنگلہ دیش سوپر  میں آئے گا ہی انشاءاللہ,neutral,sports,False,pos,neu,neu
آج میچ ہو ہی جائے گا,neutral,sports,True,neu,neu,neu
واں اوور بہت مہنگا پڑا،  سکور ہوئے اس اوور میں,negative,sports,False,neg,neu,neg
 اوور  پر  آؤٹ,negative,sports,True,neg,neg,neg
آخری پانچ اوور میں  سکور بنے,neutral,sports,True,neu,neu,neu
 فی اوور اوسط,neutral,sports,True,neu,neu,neu
ٹارگٹ اچھا ہے اب دیکھتے ہیں کیا کرتے ہیں بنگلہ دیشی کھلاڑی,positive,sports,True,pos,pos,pos
ٹارگٹ واقعی اچھا ہے، مگر بنگلہ دیش کو یہ میچ ہر قمیت پر جیتنا ہو گا، پہلا چانس ہے اس کا سپر ایٹ میں جانے کا,positive,sports,True,pos,pos,pos
یہ لیں دوسرے اوور کی پہلی بال پر تمیم اقبال کیچ ہو گئے,neutral,sports,True,neu,neu,neu
اگر برمودا اسی طرح گیندیں کرواتے رہے تو میچ ،  اوور میں ختم ہو جائے گا  سکور میں  وائیڈ اور  نوبال ہیں,neutral,sports,False,neu,neg,neu
واقعی یہ ایک نیا ریکارڈ ہے  شاندار,positive,sports,True,pos,pos,pos
اس کا مطلب ہے برمودا نے مشکل پیدا کر دی ہے  میں انہوں نے  سکور تو فالتو کا دیا ہے اگر اس پر قابو پا لیتے تو صحیح معنوں میں بنگلہ دیش کو ہرانے کی پوزیشن میں تھے,negative,sports,True,neg,neg,neg
اب بھی حالات بدل سکتے ہیں,neutral,sports,True,neu,neu,neu
ابھی ڈرتے ڈرتے بی بی سی اردو کھولی کیا دل خوش کیا ہے پہلی دفعہ بی بی سی اردو پر پیار آیا ہے,positive,sports,True,pos,pos,pos
انڈیا اور پاکستان کے کرکٹ کے کھلاڑی واپس آ کر اب کرکٹ تو کھیلیں گے نہیں,negative,sports,True,neg,neg,neg
آپ کو اگر شادی بیاہ یا سالگرہ کی تقریب کے لیے دیگیں پکوانی ہوں تو رانا نوید سے رابطہ کریں,neutral,sports,True,neu,neu,neu
 اب کچھ ہندوستانی کھلاڑیوں کے مستقبل کے پیشے,neutral,sports,True,neu,neu,neu
ان کو تو آپ پہچانتے ہی ہوں گے,neutral,sports,True,neu,neu,neu
گنگولی کا کاروبار بھی اچھا چلے گا,positive,sports,True,pos,pos,pos
ن کا کاروبار بھی اچھا چلے گا ,positive,sports,True,pos,pos,pos
اور اگر دھونی گرو جی کے ساتھ مل گئے تو چاندی ہی چاندی ,neutral,sports,True,neu,neu,neu
ابھی کے لیے بس اتنا ہی,neutral,sports,True,neu,neu,neu
ارے واہ شمشاد بھائی، آپ نے تو سب کا مسئلہ ہی حل کر دیا ,positive,sports,True,pos,pos,pos
واقعی اس ورلڈ کپ نے تو دونوں ٹیموں کی عزت رول کر رکھ دی ہے,negative,sports,True,neg,neg,neg
اچھے پیشے ہیں ,positive,sports,True,pos,pos,pos
آج آسٹریلیا نے اچھا ٹارگٹ دیا ہے,positive,sports,True,pos,pos,pos
آج آسٹریلیا تو جیت ہی جائے گا,positive,sports,True,pos,pos,pos
سری لنکا کی آخری  وکٹیں  رنز پہ گِز گئیں ساؤتھ افریقہ فیورٹ ہے,neutral,sports,True,neu,neu,neu
سری لنکا نے فائٹنگ سکور کر ہی لیا ہے,positive,sports,True,pos,pos,pos
 پر  ہیں,neutral,sports,True,neu,neu,neu
اوور ,neutral,sports,True,neu,neu,neu
سری لنکا کے ملنگا نے چار گیندوں پر لگاتار ساؤتھ افریقہ کے چار کھلاڑی آؤٹ کر دیئے,negative,sports,True,neg,neg,neg
آخر کار ایک سنسنی خیز مقابلے کے بعد سری لنکا ہار ہی گیا,negative,sports,True,neg,neg,neg
سری لنکا اچھا کھیلا آخری وقت تک لڑتے رہے ملنگا نے اچھی بال کروائی اور ریکارڈ بھی بنا دیا,positive,sports,True,pos,pos,pos
آج کس کس کا میچ ہے؟,neutral,sports,True,neu,neu,neu
آج نیوزی لینڈ اور ویست انڈیز کا میچ ہے,neutral,sports,True,neu,neu,neu
انگلینڈ آج سری لنکا سے ہار جائے گا,negative,sports,True,neg,neg,neg
انگلینڈ کا اگلا میچ اتوار کو,neutral,sports,True,neu,neu,neu
جس ٹیم سے ہے میرا نہیں‌خیال وہ انگلینڈ کو جیتنے دے گی ,neutral,sports,True,neu,neu,neu
یہ دونوں ٹیمیں باہر ہی سمجھیں,neutral,sports,True,neu,neu,neu
دونوں کے کیا مطلب شمشاد بھائی,neutral,sports,True,neu,neu,neu
دوسری ٹیم تو آسٹریلیا ہے,neutral,sports,True,neu,neu,neu
میرا مطلب ویسٹ انڈیز اور انگلینڈ کی ٹیموں سے ہے کہ وہ سیمی فائینل میں نہیں پہنچ سکیں گی,negative,sports,True,neg,neg,neg
ووٹنگ کر لیں کون سی ٹیم باہر نکلے گی,negative,sports,True,neg,neg,neg
بنگلہ دیش مقررہ  اوورز میں سکور  کھلاڑی آؤٹ,negative,sports,True,neg,neg,neg
ساؤتھ افریقہ  اوورز میں  سکور  کھلاڑی آؤٹ,negative,sports,True,neg,neg,neg
لگتا ہے آج ساؤتھ افریقہ بھی لِسٹ میں شامل ہو جائے گا ,neutral,sports,True,neu,neu,neu
واقعی آج بنگلہ دیش نے جنوبی افریقہ کو وقت ڈال دیا ہے، جنوبی افریقہ کے ہاتھ سے یہ والا میچ تو گیا,negative,sports,True,neg,neg,neg
 گیندوں پہ  سکور چاہئے ابھی گبز اور پولاک ابھی کریز پر موجود ہیں آخری گیند تک کچھ بھی ہو سکتا ہے,neutral,sports,False,neu,neg,neu
اور بالآخر بنگلہ دیش جیت گیا,positive,sports,True,pos,pos,pos
ویسٹ انڈیز ہار جائے گا,negative,sports,True,neg,neg,neg
اس دھاگے کا نام بدل کے کرکٹ ورلڈ کپ  رکھ دینا چاہیے,neutral,sports,True,neu,neu,neu
لیں شمشاد بھائی، آپ کی خواہش پوری کر دی گئی ہے,positive,sports,False,neu,pos,pos
ور یہ لیں ویسٹ انڈیز کا بوریا بستر گول,neutral,sports,False,neu,neg,neu
گویا جو زیادہ تیز دوڑے گا وہی باقی رہے گا,neutral,sports,False,neu,pos,neu
یہ کونسے محلے کی ٹیم ہے بھئی؟,neutral,sports,True,neu,neu,neu
پنٹر آسٹریلیا کے کپتان رکی پونٹنگ کا نک نیم ہے,neutral,sports,True,neu,neu,neu
مجھے پتہ نہیں کیوں کچھ شک سا ہے کہ آسٹریلیا ورلڈ کپ نہیں جیت سکے گا,negative,sports,True,neg,neg,neg
گڈ اچھی بات ,positive,sports,True,pos,pos,pos
